ID,Pred
2026_3160_3246,0.19904
2026_3160_3247,0.87418
2026_3160_3248,0.83127
2026_3160_3249,0.85985
2026_3160_3250,0.84716
2026_3160_3251,0.88540
2026_3160_3252,0.85148
2026_3160_3253,0.82540
2026_3160_3254,0.87153
2026_3160_3255,0.87730
2026_3160_3256,0.66588
2026_3160_3257,0.15592
2026_3160_3258,0.85530
2026_3160_3259,0.86359
2026_3160_3260,0.87891
2026_3160_3261,0.10097
2026_3160_3262,0.84714
2026_3160_3263,0.85584
2026_3160_3264,0.89739
2026_3160_3265,0.87852
2026_3160_3266,0.63797
2026_3160_3267,0.78212
2026_3160_3268,0.17005
2026_3160_3269,0.77552
2026_3160_3270,0.71685
2026_3160_3271,0.88001
2026_3160_3272,0.72524
2026_3160_3273,0.89107
2026_3160_3274,0.54749
2026_3160_3275,0.61493
2026_3160_3276,0.12628
2026_3160_3277,0.20637
2026_3160_3278,0.17693
2026_3160_3279,0.15309
2026_3160_3280,0.34896
2026_3160_3281,0.71409
2026_3160_3282,0.86177
2026_3160_3283,0.77802
2026_3160_3284,0.83873
2026_3160_3285,0.83827
2026_3160_3286,0.68437
2026_3160_3287,0.88796
2026_3160_3288,0.85744
2026_3160_3290,0.87148
2026_3160_3291,0.86852
2026_3160_3292,0.86511
2026_3160_3293,0.58543
2026_3160_3294,0.88197
2026_3160_3295,0.49732
2026_3160_3296,0.84815
2026_3160_3297,0.87797
2026_3160_3298,0.84579
2026_3160_3299,0.88104
2026_3160_3300,0.85820
2026_3160_3301,0.23282
2026_3160_3303,0.84814
2026_3160_3304,0.32965
2026_3160_3305,0.85751
2026_3160_3306,0.87129
2026_3160_3307,0.78340
2026_3160_3308,0.86350
2026_3160_3309,0.80851
2026_3160_3310,0.85981
2026_3160_3311,0.88352
2026_3160_3312,0.86856
2026_3160_3313,0.80148
2026_3160_3314,0.16379
2026_3160_3315,0.85711
2026_3160_3316,0.86518
2026_3160_3317,0.79579
2026_3160_3318,0.80656
2026_3160_3319,0.83006
2026_3160_3320,0.79866
2026_3160_3321,0.84655
2026_3160_3322,0.89657
2026_3160_3323,0.24567
2026_3160_3324,0.82923
2026_3160_3325,0.84339
2026_3160_3326,0.14496
2026_3160_3328,0.17610
2026_3160_3329,0.23825
2026_3160_3330,0.85699
2026_3160_3331,0.83262
2026_3160_3332,0.18034
2026_3160_3333,0.78948
2026_3160_3334,0.85415
2026_3160_3335,0.85406
2026_3160_3336,0.71432
2026_3160_3337,0.86291
2026_3160_3338,0.85159
2026_3160_3339,0.84774
2026_3160_3340,0.84844
2026_3160_3341,0.85125
2026_3160_3342,0.84175
2026_3160_3343,0.47773
2026_3160_3344,0.85352
2026_3160_3345,0.77726
2026_3160_3346,0.50312
2026_3160_3347,0.85024
2026_3160_3348,0.48128
2026_3160_3349,0.62160
2026_3160_3350,0.24855
2026_3160_3351,0.87822
2026_3160_3352,0.86826
2026_3160_3353,0.85555
2026_3160_3354,0.84911
2026_3160_3355,0.30313
2026_3160_3356,0.85900
2026_3160_3357,0.86095
2026_3160_3358,0.82688
2026_3160_3359,0.88039
2026_3160_3360,0.87121
2026_3160_3361,0.61786
2026_3160_3362,0.87249
2026_3160_3363,0.87609
2026_3160_3364,0.82513
2026_3160_3365,0.70905
2026_3160_3367,0.88375
2026_3160_3368,0.84311
2026_3160_3369,0.89558
2026_3160_3370,0.84591
2026_3160_3371,0.57760
2026_3160_3372,0.84594
2026_3160_3373,0.86688
2026_3160_3374,0.86002
2026_3160_3375,0.89048
2026_3160_3376,0.08548
2026_3160_3377,0.84742
2026_3160_3378,0.64891
2026_3160_3379,0.82509
2026_3160_3380,0.88459
2026_3160_3381,0.85993
2026_3160_3382,0.89055
2026_3160_3384,0.85412
2026_3160_3385,0.76774
2026_3160_3386,0.76837
2026_3160_3387,0.80040
2026_3160_3388,0.82118
2026_3160_3389,0.85492
2026_3160_3390,0.50107
2026_3160_3391,0.84399
2026_3160_3392,0.86265
2026_3160_3393,0.25127
2026_3160_3394,0.84411
2026_3160_3395,0.12850
2026_3160_3396,0.86913
2026_3160_3397,0.25516
2026_3160_3398,0.83749
2026_3160_3399,0.87974
2026_3160_3400,0.08302
2026_3160_3401,0.68314
2026_3160_3402,0.82633
2026_3160_3403,0.21267
2026_3160_3404,0.86224
2026_3160_3405,0.87727
2026_3160_3406,0.86469
2026_3160_3407,0.67501
2026_3160_3408,0.79641
2026_3160_3409,0.80491
2026_3160_3410,0.89531
2026_3160_3411,0.83764
2026_3160_3412,0.84146
2026_3160_3413,0.86269
2026_3160_3414,0.76143
2026_3160_3415,0.88005
2026_3160_3416,0.80428
2026_3160_3417,0.09108
2026_3160_3418,0.85191
2026_3160_3419,0.87792
2026_3160_3420,0.87655
2026_3160_3421,0.88395
2026_3160_3422,0.84194
2026_3160_3423,0.83369
2026_3160_3424,0.79957
2026_3160_3425,0.31146
2026_3160_3426,0.81055
2026_3160_3427,0.69592
2026_3160_3428,0.58704
2026_3160_3429,0.86765
2026_3160_3430,0.77979
2026_3160_3431,0.82831
2026_3160_3433,0.84919
2026_3160_3434,0.83730
2026_3160_3435,0.16328
2026_3160_3436,0.64833
2026_3160_3437,0.34331
2026_3160_3438,0.31206
2026_3160_3439,0.29449
2026_3160_3441,0.86909
2026_3160_3442,0.72549
2026_3160_3443,0.86309
2026_3160_3444,0.88207
2026_3160_3447,0.84450
2026_3160_3448,0.79297
2026_3160_3449,0.18569
2026_3160_3450,0.87994
2026_3160_3451,0.87771
2026_3160_3452,0.14610
2026_3160_3453,0.69404
2026_3160_3454,0.83055
2026_3160_3455,0.87169
2026_3160_3456,0.88308
2026_3160_3457,0.86902
2026_3160_3458,0.80167
2026_3160_3459,0.88619
2026_3160_3460,0.85383
2026_3160_3461,0.82250
2026_3160_3462,0.84668
2026_3160_3463,0.84315
2026_3160_3464,0.83319
2026_3160_3465,0.83134
2026_3160_3466,0.89731
2026_3160_3467,0.90055
2026_3160_3468,0.82486
2026_3160_3469,0.87070
2026_3160_3470,0.86550
2026_3160_3471,0.82200
2026_3160_3472,0.89212
2026_3160_3473,0.77860
2026_3160_3474,0.84434
2026_3160_3475,0.87110
2026_3160_3476,0.87905
2026_3160_3477,0.85345
2026_3160_3478,0.88773
2026_3160_3479,0.87975
2026_3160_3480,0.87421
2026_3160_3481,0.83642
2026_3161_3162,0.36199
2026_3161_3163,0.08120
2026_3161_3164,0.77163
2026_3161_3165,0.79276
2026_3161_3166,0.50294
2026_3161_3167,0.79903
2026_3161_3168,0.81330
2026_3161_3169,0.81197
2026_3161_3170,0.70148
2026_3161_3171,0.79838
2026_3161_3172,0.51288
2026_3161_3173,0.78168
2026_3161_3174,0.76045
2026_3161_3175,0.77785
2026_3161_3176,0.76985
2026_3161_3177,0.74712
2026_3161_3178,0.79075
2026_3161_3179,0.85032
2026_3161_3180,0.79912
2026_3161_3181,0.09650
2026_3161_3182,0.77263
2026_3161_3183,0.82779
2026_3161_3184,0.65639
2026_3161_3185,0.85843
2026_3161_3186,0.79434
2026_3161_3187,0.68326
2026_3161_3188,0.84440
2026_3161_3189,0.84135
2026_3161_3190,0.85754
2026_3161_3191,0.82490
2026_3161_3192,0.63518
2026_3161_3193,0.37185
2026_3161_3194,0.77758
2026_3161_3195,0.73793
2026_3161_3196,0.33385
2026_3161_3197,0.79859
2026_3161_3198,0.76334
2026_3161_3199,0.81181
2026_3161_3200,0.85096
2026_3161_3201,0.69957
2026_3161_3202,0.79649
2026_3161_3203,0.79602
2026_3161_3204,0.47109
2026_3161_3205,0.86442
2026_3161_3206,0.49909
2026_3161_3207,0.64436
2026_3161_3208,0.19705
2026_3161_3209,0.80036
2026_3161_3210,0.48679
2026_3161_3211,0.29755
2026_3161_3212,0.85522
2026_3161_3213,0.64514
2026_3161_3214,0.81521
2026_3161_3217,0.52158
2026_3161_3218,0.71769
2026_3161_3219,0.65725
2026_3161_3220,0.84307
2026_3161_3221,0.68246
2026_3161_3222,0.76000
2026_3161_3223,0.80898
2026_3161_3224,0.66469
2026_3161_3225,0.69400
2026_3161_3226,0.77553
2026_3161_3227,0.82747
2026_3161_3228,0.21376
2026_3161_3229,0.82728
2026_3161_3230,0.80220
2026_3161_3231,0.33827
2026_3161_3232,0.82678
2026_3161_3233,0.87731
2026_3161_3234,0.09667
2026_3161_3235,0.20395
2026_3161_3236,0.71198
2026_3161_3237,0.85744
2026_3161_3238,0.84666
2026_3161_3239,0.66256
2026_3161_3240,0.84205
2026_3161_3241,0.29098
2026_3161_3242,0.36090
2026_3161_3243,0.40502
2026_3161_3244,0.75574
2026_3161_3245,0.83448
2026_3161_3246,0.11556
2026_3161_3247,0.71552
2026_3161_3248,0.77458
2026_3161_3249,0.73841
2026_3161_3250,0.85892
2026_3161_3251,0.77827
2026_3161_3252,0.75914
2026_3161_3253,0.74393
2026_3161_3254,0.86358
2026_3161_3255,0.81770
2026_3161_3256,0.46550
2026_3161_3257,0.11302
2026_3161_3258,0.77892
2026_3161_3259,0.79557
2026_3161_3260,0.75533
2026_3161_3261,0.08092
2026_3161_3262,0.82380
2026_3161_3263,0.74765
2026_3161_3264,0.82363
2026_3161_3265,0.81804
2026_3161_3266,0.40212
2026_3161_3267,0.65790
2026_3161_3268,0.15374
2026_3161_3269,0.67240
2026_3161_3270,0.56008
2026_3161_3271,0.83104
2026_3161_3272,0.79759
2026_3161_3273,0.80303
2026_3161_3274,0.45385
2026_3161_3275,0.59209
2026_3161_3276,0.09860
2026_3161_3277,0.13887
2026_3161_3278,0.13263
2026_3161_3279,0.20482
2026_3161_3280,0.31700
2026_3161_3281,0.57465
2026_3161_3282,0.78677
2026_3161_3283,0.63766
2026_3161_3284,0.82542
2026_3161_3285,0.76925
2026_3161_3286,0.51603
2026_3161_3287,0.81185
2026_3161_3288,0.82072
2026_3161_3290,0.80098
2026_3161_3291,0.82781
2026_3161_3292,0.79746
2026_3161_3293,0.58226
2026_3161_3294,0.74378
2026_3161_3295,0.32320
2026_3161_3296,0.80552
2026_3161_3297,0.82164
2026_3161_3298,0.72657
2026_3161_3299,0.79758
2026_3161_3300,0.80573
2026_3161_3301,0.24637
2026_3161_3303,0.79790
2026_3161_3304,0.26194
2026_3161_3305,0.76640
2026_3161_3306,0.83040
2026_3161_3307,0.62468
2026_3161_3308,0.78049
2026_3161_3309,0.77274
2026_3161_3310,0.80168
2026_3161_3311,0.76517
2026_3161_3312,0.76841
2026_3161_3313,0.79953
2026_3161_3314,0.15596
2026_3161_3315,0.78131
2026_3161_3316,0.80088
2026_3161_3317,0.58706
2026_3161_3318,0.82196
2026_3161_3319,0.78857
2026_3161_3320,0.79857
2026_3161_3321,0.79960
2026_3161_3322,0.81328
2026_3161_3323,0.16420
2026_3161_3324,0.74920
2026_3161_3325,0.82851
2026_3161_3326,0.10820
2026_3161_3328,0.12232
2026_3161_3329,0.21244
2026_3161_3330,0.65122
2026_3161_3331,0.79338
2026_3161_3332,0.21611
2026_3161_3333,0.50143
2026_3161_3334,0.76643
2026_3161_3335,0.76327
2026_3161_3336,0.65065
2026_3161_3337,0.71859
2026_3161_3338,0.74304
2026_3161_3339,0.73482
2026_3161_3340,0.79564
2026_3161_3341,0.82507
2026_3161_3342,0.76460
2026_3161_3343,0.34173
2026_3161_3344,0.64604
2026_3161_3345,0.61039
2026_3161_3346,0.42702
2026_3161_3347,0.82404
2026_3161_3348,0.36446
2026_3161_3349,0.54128
2026_3161_3350,0.23685
2026_3161_3351,0.83431
2026_3161_3352,0.74336
2026_3161_3353,0.75933
2026_3161_3354,0.76851
2026_3161_3355,0.37726
2026_3161_3356,0.81921
2026_3161_3357,0.80906
2026_3161_3358,0.74947
2026_3161_3359,0.86768
2026_3161_3360,0.75502
2026_3161_3361,0.40597
2026_3161_3362,0.76633
2026_3161_3363,0.80056
2026_3161_3364,0.66043
2026_3161_3365,0.65435
2026_3161_3367,0.88250
2026_3161_3368,0.76852
2026_3161_3369,0.84866
2026_3161_3370,0.78147
2026_3161_3371,0.45880
2026_3161_3372,0.73088
2026_3161_3373,0.83080
2026_3161_3374,0.82572
2026_3161_3375,0.80152
2026_3161_3376,0.08583
2026_3161_3377,0.74664
2026_3161_3378,0.40945
2026_3161_3379,0.74244
2026_3161_3380,0.80792
2026_3161_3381,0.80192
2026_3161_3382,0.79923
2026_3161_3384,0.78573
2026_3161_3385,0.49275
2026_3161_3386,0.54803
2026_3161_3387,0.79224
2026_3161_3388,0.69877
2026_3161_3389,0.83330
2026_3161_3390,0.33727
2026_3161_3391,0.81672
2026_3161_3392,0.78037
2026_3161_3393,0.25592
2026_3161_3394,0.78529
2026_3161_3395,0.09691
2026_3161_3396,0.77072
2026_3161_3397,0.24615
2026_3161_3398,0.80805
2026_3161_3399,0.81772
2026_3161_3400,0.08272
2026_3161_3401,0.57892
2026_3161_3402,0.79307
2026_3161_3403,0.20472
2026_3161_3404,0.83755
2026_3161_3405,0.65722
2026_3161_3406,0.83793
2026_3161_3407,0.41213
2026_3161_3408,0.79048
2026_3161_3409,0.61261
2026_3161_3410,0.83000
2026_3161_3411,0.78252
2026_3161_3412,0.80248
2026_3161_3413,0.85387
2026_3161_3414,0.53237
2026_3161_3415,0.80263
2026_3161_3416,0.66696
2026_3161_3417,0.08162
2026_3161_3418,0.77653
2026_3161_3419,0.80947
2026_3161_3420,0.76094
2026_3161_3421,0.79988
2026_3161_3422,0.82813
2026_3161_3423,0.77978
2026_3161_3424,0.59883
2026_3161_3425,0.20983
2026_3161_3426,0.70752
2026_3161_3427,0.48958
2026_3161_3428,0.55991
2026_3161_3429,0.79507
2026_3161_3430,0.78474
2026_3161_3431,0.83592
2026_3161_3433,0.83057
2026_3161_3434,0.77199
2026_3161_3435,0.10284
2026_3161_3436,0.53219
2026_3161_3437,0.23189
2026_3161_3438,0.23497
2026_3161_3439,0.31469
2026_3161_3441,0.82419
2026_3161_3442,0.49938
2026_3161_3443,0.81575
2026_3161_3444,0.82853
2026_3161_3447,0.68787
2026_3161_3448,0.65432
2026_3161_3449,0.17650
2026_3161_3450,0.78571
2026_3161_3451,0.82006
2026_3161_3452,0.12090
2026_3161_3453,0.46294
2026_3161_3454,0.81215
2026_3161_3455,0.79777
2026_3161_3456,0.78257
2026_3161_3457,0.82905
2026_3161_3458,0.61944
2026_3161_3459,0.87605
2026_3161_3460,0.82643
2026_3161_3461,0.82127
2026_3161_3462,0.79848
2026_3161_3463,0.80032
2026_3161_3464,0.72772
2026_3161_3465,0.64691
2026_3161_3466,0.81758
2026_3161_3467,0.83854
2026_3161_3468,0.79308
2026_3161_3469,0.81613
2026_3161_3470,0.77895
2026_3161_3471,0.66002
2026_3161_3472,0.82034
2026_3161_3473,0.69677
2026_3161_3474,0.79611
2026_3161_3475,0.73433
2026_3161_3476,0.82826
2026_3161_3477,0.78378
2026_3161_3478,0.88169
2026_3161_3479,0.84167
2026_3161_3480,0.80856
2026_3161_3481,0.80870
2026_3162_3163,0.08806
2026_3162_3164,0.82432
2026_3162_3165,0.80450
2026_3162_3166,0.74723
2026_3162_3167,0.82079
2026_3162_3168,0.76011
2026_3162_3169,0.83506
2026_3162_3170,0.73580
2026_3162_3171,0.84247
2026_3162_3172,0.56820
2026_3162_3173,0.84540
2026_3162_3174,0.79098
2026_3162_3175,0.80730
2026_3162_3176,0.83724
2026_3162_3177,0.84831
2026_3162_3178,0.84890
2026_3162_3179,0.87312
2026_3162_3180,0.78977
2026_3162_3181,0.08910
2026_3162_3182,0.79619
2026_3162_3183,0.84023
2026_3162_3184,0.67281
2026_3162_3185,0.84912
2026_3162_3186,0.81704
2026_3162_3187,0.70488
2026_3162_3188,0.86928
2026_3162_3189,0.86096
2026_3162_3190,0.85947
2026_3162_3191,0.78476
2026_3162_3192,0.62462
2026_3162_3193,0.33981
2026_3162_3194,0.87243
2026_3162_3195,0.78599
2026_3162_3196,0.28487
2026_3162_3197,0.82233
2026_3162_3198,0.72432
2026_3162_3199,0.79018
2026_3162_3200,0.79633
2026_3162_3201,0.73156
2026_3162_3202,0.80321
2026_3162_3203,0.84991
2026_3162_3204,0.48671
2026_3162_3205,0.86447
2026_3162_3206,0.57115
2026_3162_3207,0.69480
2026_3162_3208,0.16091
2026_3162_3209,0.79293
2026_3162_3210,0.59023
2026_3162_3211,0.46968
2026_3162_3212,0.86361
2026_3162_3213,0.69479
2026_3162_3214,0.81596
2026_3162_3217,0.52683
2026_3162_3218,0.77278
2026_3162_3219,0.73531
2026_3162_3220,0.87275
2026_3162_3221,0.73448
2026_3162_3222,0.76225
2026_3162_3223,0.78247
2026_3162_3224,0.70909
2026_3162_3225,0.57712
2026_3162_3226,0.79893
2026_3162_3227,0.84020
2026_3162_3228,0.17407
2026_3162_3229,0.82484
2026_3162_3230,0.84109
2026_3162_3231,0.54441
2026_3162_3232,0.77407
2026_3162_3233,0.86835
2026_3162_3234,0.10377
2026_3162_3235,0.22712
2026_3162_3236,0.78367
2026_3162_3237,0.86224
2026_3162_3238,0.86892
2026_3162_3239,0.68326
2026_3162_3240,0.86910
2026_3162_3241,0.44545
2026_3162_3242,0.35762
2026_3162_3243,0.31433
2026_3162_3244,0.78807
2026_3162_3245,0.83049
2026_3162_3246,0.12109
2026_3162_3247,0.73100
2026_3162_3248,0.82950
2026_3162_3249,0.78032
2026_3162_3250,0.81753
2026_3162_3251,0.82865
2026_3162_3252,0.79871
2026_3162_3253,0.82482
2026_3162_3254,0.82778
2026_3162_3255,0.81450
2026_3162_3256,0.44998
2026_3162_3257,0.11247
2026_3162_3258,0.79323
2026_3162_3259,0.84296
2026_3162_3260,0.82686
2026_3162_3261,0.08371
2026_3162_3262,0.82216
2026_3162_3263,0.76977
2026_3162_3264,0.86937
2026_3162_3265,0.84752
2026_3162_3266,0.41307
2026_3162_3267,0.53334
2026_3162_3268,0.13243
2026_3162_3269,0.64937
2026_3162_3270,0.57377
2026_3162_3271,0.82644
2026_3162_3272,0.62008
2026_3162_3273,0.87669
2026_3162_3274,0.39383
2026_3162_3275,0.52847
2026_3162_3276,0.08995
2026_3162_3277,0.13560
2026_3162_3278,0.11169
2026_3162_3279,0.12549
2026_3162_3280,0.22762
2026_3162_3281,0.59114
2026_3162_3282,0.84062
2026_3162_3283,0.64997
2026_3162_3284,0.73580
2026_3162_3285,0.82552
2026_3162_3286,0.55619
2026_3162_3287,0.83173
2026_3162_3288,0.81305
2026_3162_3290,0.84151
2026_3162_3291,0.79058
2026_3162_3292,0.80712
2026_3162_3293,0.51166
2026_3162_3294,0.81470
2026_3162_3295,0.34668
2026_3162_3296,0.82366
2026_3162_3297,0.86577
2026_3162_3298,0.73104
2026_3162_3299,0.85838
2026_3162_3300,0.82543
2026_3162_3301,0.17008
2026_3162_3303,0.82555
2026_3162_3304,0.19718
2026_3162_3305,0.80745
2026_3162_3306,0.84272
2026_3162_3307,0.63529
2026_3162_3308,0.85080
2026_3162_3309,0.77393
2026_3162_3310,0.80692
2026_3162_3311,0.83893
2026_3162_3312,0.83176
2026_3162_3313,0.73463
2026_3162_3314,0.10673
2026_3162_3315,0.81442
2026_3162_3316,0.82968
2026_3162_3317,0.70713
2026_3162_3318,0.78053
2026_3162_3319,0.79219
2026_3162_3320,0.62780
2026_3162_3321,0.81580
2026_3162_3322,0.86194
2026_3162_3323,0.15320
2026_3162_3324,0.81351
2026_3162_3325,0.79497
2026_3162_3326,0.10875
2026_3162_3328,0.12054
2026_3162_3329,0.21595
2026_3162_3330,0.71911
2026_3162_3331,0.83525
2026_3162_3332,0.18295
2026_3162_3333,0.64034
2026_3162_3334,0.84215
2026_3162_3335,0.72999
2026_3162_3336,0.62856
2026_3162_3337,0.79953
2026_3162_3338,0.84071
2026_3162_3339,0.78373
2026_3162_3340,0.78514
2026_3162_3341,0.81374
2026_3162_3342,0.80819
2026_3162_3343,0.40482
2026_3162_3344,0.74046
2026_3162_3345,0.54626
2026_3162_3346,0.35608
2026_3162_3347,0.74249
2026_3162_3348,0.41771
2026_3162_3349,0.48741
2026_3162_3350,0.23811
2026_3162_3351,0.85276
2026_3162_3352,0.78127
2026_3162_3353,0.81898
2026_3162_3354,0.82760
2026_3162_3355,0.29228
2026_3162_3356,0.81939
2026_3162_3357,0.82585
2026_3162_3358,0.76088
2026_3162_3359,0.85391
2026_3162_3360,0.83399
2026_3162_3361,0.42753
2026_3162_3362,0.79819
2026_3162_3363,0.83836
2026_3162_3364,0.77185
2026_3162_3365,0.54805
2026_3162_3367,0.84766
2026_3162_3368,0.83261
2026_3162_3369,0.87678
2026_3162_3370,0.82162
2026_3162_3371,0.42888
2026_3162_3372,0.79666
2026_3162_3373,0.82170
2026_3162_3374,0.80203
2026_3162_3375,0.85160
2026_3162_3376,0.08131
2026_3162_3377,0.80037
2026_3162_3378,0.46734
2026_3162_3379,0.82612
2026_3162_3380,0.84215
2026_3162_3381,0.86125
2026_3162_3382,0.85709
2026_3162_3384,0.82936
2026_3162_3385,0.64965
2026_3162_3386,0.64398
2026_3162_3387,0.65393
2026_3162_3388,0.75818
2026_3162_3389,0.79379
2026_3162_3390,0.28657
2026_3162_3391,0.85332
2026_3162_3392,0.78757
2026_3162_3393,0.20986
2026_3162_3394,0.82943
2026_3162_3395,0.09653
2026_3162_3396,0.74468
2026_3162_3397,0.22020
2026_3162_3398,0.75468
2026_3162_3399,0.86090
2026_3162_3400,0.08430
2026_3162_3401,0.47855
2026_3162_3402,0.75922
2026_3162_3403,0.16277
2026_3162_3404,0.82033
2026_3162_3405,0.73898
2026_3162_3406,0.80990
2026_3162_3407,0.63712
2026_3162_3408,0.67500
2026_3162_3409,0.73789
2026_3162_3410,0.88203
2026_3162_3411,0.79491
2026_3162_3412,0.82817
2026_3162_3413,0.83067
2026_3162_3414,0.65924
2026_3162_3415,0.86674
2026_3162_3416,0.72097
2026_3162_3417,0.08420
2026_3162_3418,0.82586
2026_3162_3419,0.83141
2026_3162_3420,0.82705
2026_3162_3421,0.86900
2026_3162_3422,0.78526
2026_3162_3423,0.81099
2026_3162_3424,0.66156
2026_3162_3425,0.31203
2026_3162_3426,0.70648
2026_3162_3427,0.55428
2026_3162_3428,0.33618
2026_3162_3429,0.83235
2026_3162_3430,0.73420
2026_3162_3431,0.77495
2026_3162_3433,0.78893
2026_3162_3434,0.81395
2026_3162_3435,0.11534
2026_3162_3436,0.51952
2026_3162_3437,0.20443
2026_3162_3438,0.18391
2026_3162_3439,0.31899
2026_3162_3441,0.83236
2026_3162_3442,0.54283
2026_3162_3443,0.82898
2026_3162_3444,0.85544
2026_3162_3447,0.77014
2026_3162_3448,0.74991
2026_3162_3449,0.16940
2026_3162_3450,0.87447
2026_3162_3451,0.82075
2026_3162_3452,0.11974
2026_3162_3453,0.58547
2026_3162_3454,0.81570
2026_3162_3455,0.85075
2026_3162_3456,0.81754
2026_3162_3457,0.83397
2026_3162_3458,0.73918
2026_3162_3459,0.86828
2026_3162_3460,0.82653
2026_3162_3461,0.79253
2026_3162_3462,0.81817
2026_3162_3463,0.81578
2026_3162_3464,0.78019
2026_3162_3465,0.74225
2026_3162_3466,0.85822
2026_3162_3467,0.86138
2026_3162_3468,0.79607
2026_3162_3469,0.82701
2026_3162_3470,0.82523
2026_3162_3471,0.66316
2026_3162_3472,0.85307
2026_3162_3473,0.71399
2026_3162_3474,0.81041
2026_3162_3475,0.78247
2026_3162_3476,0.86851
2026_3162_3477,0.82856
2026_3162_3478,0.85588
2026_3162_3479,0.87961
2026_3162_3480,0.85885
2026_3162_3481,0.78546
2026_3163_3164,0.90083
2026_3163_3165,0.88648
2026_3163_3166,0.90760
2026_3163_3167,0.89019
2026_3163_3168,0.90727
2026_3163_3169,0.89204
2026_3163_3170,0.88450
2026_3163_3171,0.88628
2026_3163_3172,0.90419
2026_3163_3173,0.90503
2026_3163_3174,0.89140
2026_3163_3175,0.89390
2026_3163_3176,0.88202
2026_3163_3177,0.88569
2026_3163_3178,0.89489
2026_3163_3179,0.91065
2026_3163_3180,0.91232
2026_3163_3181,0.80756
2026_3163_3182,0.89041
2026_3163_3183,0.89573
2026_3163_3184,0.90131
2026_3163_3185,0.91048
2026_3163_3186,0.89348
2026_3163_3187,0.90540
2026_3163_3188,0.90447
2026_3163_3189,0.90532
2026_3163_3190,0.91118
2026_3163_3191,0.90428
2026_3163_3192,0.91288
2026_3163_3193,0.91443
2026_3163_3194,0.89385
2026_3163_3195,0.90050
2026_3163_3196,0.90734
2026_3163_3197,0.89625
2026_3163_3198,0.90801
2026_3163_3199,0.90781
2026_3163_3200,0.90849
2026_3163_3201,0.89651
2026_3163_3202,0.89420
2026_3163_3203,0.89647
2026_3163_3204,0.91635
2026_3163_3205,0.90478
2026_3163_3206,0.91219
2026_3163_3207,0.89611
2026_3163_3208,0.89121
2026_3163_3209,0.90545
2026_3163_3210,0.89505
2026_3163_3211,0.90310
2026_3163_3212,0.90641
2026_3163_3213,0.89255
2026_3163_3214,0.88798
2026_3163_3217,0.91030
2026_3163_3218,0.91120
2026_3163_3219,0.91407
2026_3163_3220,0.90459
2026_3163_3221,0.91017
2026_3163_3222,0.88959
2026_3163_3223,0.88626
2026_3163_3224,0.91201
2026_3163_3225,0.91354
2026_3163_3226,0.89930
2026_3163_3227,0.89589
2026_3163_3228,0.89837
2026_3163_3229,0.91336
2026_3163_3230,0.88968
2026_3163_3231,0.90633
2026_3163_3232,0.90384
2026_3163_3233,0.91463
2026_3163_3234,0.77625
2026_3163_3235,0.88644
2026_3163_3236,0.89276
2026_3163_3237,0.90342
2026_3163_3238,0.90182
2026_3163_3239,0.91257
2026_3163_3240,0.90303
2026_3163_3241,0.90626
2026_3163_3242,0.90465
2026_3163_3243,0.90308
2026_3163_3244,0.89003
2026_3163_3245,0.90239
2026_3163_3246,0.75496
2026_3163_3247,0.90909
2026_3163_3248,0.88024
2026_3163_3249,0.90487
2026_3163_3250,0.91706
2026_3163_3251,0.90874
2026_3163_3252,0.88297
2026_3163_3253,0.88744
2026_3163_3254,0.91524
2026_3163_3255,0.89614
2026_3163_3256,0.91430
2026_3163_3257,0.81253
2026_3163_3258,0.91527
2026_3163_3259,0.88813
2026_3163_3260,0.88558
2026_3163_3261,0.69713
2026_3163_3262,0.89084
2026_3163_3263,0.90370
2026_3163_3264,0.90064
2026_3163_3265,0.90093
2026_3163_3266,0.90205
2026_3163_3267,0.90711
2026_3163_3268,0.85184
2026_3163_3269,0.91257
2026_3163_3270,0.91664
2026_3163_3271,0.90589
2026_3163_3272,0.89881
2026_3163_3273,0.89157
2026_3163_3274,0.90272
2026_3163_3275,0.91632
2026_3163_3276,0.81263
2026_3163_3277,0.82839
2026_3163_3278,0.85579
2026_3163_3279,0.85616
2026_3163_3280,0.89674
2026_3163_3281,0.89873
2026_3163_3282,0.89677
2026_3163_3283,0.90789
2026_3163_3284,0.91101
2026_3163_3285,0.88153
2026_3163_3286,0.91271
2026_3163_3287,0.89954
2026_3163_3288,0.89576
2026_3163_3290,0.88865
2026_3163_3291,0.90830
2026_3163_3292,0.89995
2026_3163_3293,0.91709
2026_3163_3294,0.90540
2026_3163_3295,0.90445
2026_3163_3296,0.89336
2026_3163_3297,0.89914
2026_3163_3298,0.91215
2026_3163_3299,0.89378
2026_3163_3300,0.88722
2026_3163_3301,0.89794
2026_3163_3303,0.89304
2026_3163_3304,0.88458
2026_3163_3305,0.88209
2026_3163_3306,0.89442
2026_3163_3307,0.91116
2026_3163_3308,0.88486
2026_3163_3309,0.87589
2026_3163_3310,0.89995
2026_3163_3311,0.89154
2026_3163_3312,0.90347
2026_3163_3313,0.91057
2026_3163_3314,0.83850
2026_3163_3315,0.88978
2026_3163_3316,0.89014
2026_3163_3317,0.89382
2026_3163_3318,0.90404
2026_3163_3319,0.88699
2026_3163_3320,0.91553
2026_3163_3321,0.90426
2026_3163_3322,0.90604
